time_temporada_id,team_long_name,season,saldo_medio,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,cluster
Waasland-Beveren_2015/2016,Waasland-Beveren,2015/2016,-0.5666666666666667,38,49,45,42,53,27,32,35,1
Watford_2015/2016,Watford,2015/2016,-0.2631578947368421,61,52,54,42,45,38,52,45,4
SV Werder Bremen_2009/2010,SV Werder Bremen,2009/2010,0.9117647058823529,70,40,70,40,70,70,65,70,2
SV Werder Bremen_2010/2011,SV Werder Bremen,2010/2011,-0.4117647058823529,64,40,65,48,64,64,48,68,2
SV Werder Bremen_2011/2012,SV Werder Bremen,2011/2012,-0.2647058823529412,54,40,68,58,48,49,50,65,2
SV Werder Bremen_2013/2014,SV Werder Bremen,2013/2014,-0.7058823529411765,68,33,71,67,78,60,50,64,2
SV Werder Bremen_2014/2015,SV Werder Bremen,2014/2015,-0.4411764705882353,40,47,37,40,51,40,50,45,3
SV Werder Bremen_2015/2016,SV Werder Bremen,2015/2016,-0.4411764705882353,56,63,68,66,58,63,47,73,2
West Bromwich Albion_2010/2011,West Bromwich Albion,2010/2011,-0.39473684210526316,60,65,40,50,45,35,55,60,4
West Bromwich Albion_2011/2012,West Bromwich Albion,2011/2012,-0.18421052631578946,48,48,45,60,54,38,38,52,4
West Bromwich Albion_2013/2014,West Bromwich Albion,2013/2014,-0.42105263157894735,55,54,57,53,57,33,31,49,4
West Bromwich Albion_2014/2015,West Bromwich Albion,2014/2015,-0.34210526315789475,55,51,53,53,57,41,40,49,4
West Bromwich Albion_2015/2016,West Bromwich Albion,2015/2016,-0.3684210526315789,62,51,53,50,60,41,40,49,4
West Ham United_2009/2010,West Ham United,2009/2010,-0.5,58,30,31,70,50,30,70,30,3
West Ham United_2010/2011,West Ham United,2010/2011,-0.7105263157894737,35,35,30,45,45,45,45,50,3
West Ham United_2013/2014,West Ham United,2013/2014,-0.2894736842105263,72,73,61,74,32,30,37,41,4
West Ham United_2014/2015,West Ham United,2014/2015,-0.07894736842105263,72,73,68,71,32,30,34,41,4
West Ham United_2015/2016,West Ham United,2015/2016,0.3684210526315789,77,57,68,73,29,30,37,41,4
KVC Westerlo_2009/2010,KVC Westerlo,2009/2010,-0.21428571428571427,45,60,40,45,55,70,70,70,3
KVC Westerlo_2010/2011,KVC Westerlo,2010/2011,0.03333333333333333,34,52,66,48,53,48,59,67,2
KVC Westerlo_2011/2012,KVC Westerlo,2011/2012,-1.0,52,50,59,60,32,48,45,53,3
KVC Westerlo_2015/2016,KVC Westerlo,2015/2016,-0.8,52,50,57,55,32,48,45,53,3
Widzew Łódź_2010/2011,Widzew Łódź,2010/2011,0.23333333333333334,63,48,48,68,53,37,58,63,2
Widzew Łódź_2011/2012,Widzew Łódź,2011/2012,-0.03333333333333333,66,72,70,61,54,32,32,62,4
Widzew Łódź_2013/2014,Widzew Łódź,2013/2014,-0.8333333333333334,66,59,43,61,54,32,43,46,4
Wigan Athletic_2009/2010,Wigan Athletic,2009/2010,-1.105263157894737,70,70,70,70,50,35,70,35,2
Wigan Athletic_2010/2011,Wigan Athletic,2010/2011,-0.5526315789473685,35,50,45,65,50,45,55,65,3
Wigan Athletic_2011/2012,Wigan Athletic,2011/2012,-0.5263157894736842,38,38,54,42,42,40,42,44,4
Willem II_2009/2010,Willem II,2009/2010,-1.0,35,30,30,40,65,30,30,30,1
Willem II_2010/2011,Willem II,2010/2011,-1.7941176470588236,72,57,70,47,49,28,63,62,2
Willem II_2015/2016,Willem II,2015/2016,-0.5294117647058824,51,63,48,53,52,43,45,47,4
Wisła Kraków_2009/2010,Wisła Kraków,2009/2010,0.9333333333333333,40,35,55,35,70,70,70,65,2
Wisła Kraków_2010/2011,Wisła Kraków,2010/2011,0.5,67,48,53,63,67,58,47,52,2
Wisła Kraków_2011/2012,Wisła Kraków,2011/2012,0.1,25,25,32,72,50,60,58,61,3
Wisła Kraków_2013/2014,Wisła Kraków,2013/2014,0.26666666666666666,30,30,32,72,50,60,58,61,3
Wisła Kraków_2014/2015,Wisła Kraków,2014/2015,0.26666666666666666,47,36,36,53,66,60,66,53,3
Wisła Kraków_2015/2016,Wisła Kraków,2015/2016,0.3333333333333333,33,37,33,37,31,62,58,37,3
VfL Wolfsburg_2009/2010,VfL Wolfsburg,2009/2010,0.17647058823529413,65,45,65,60,70,45,60,50,2
VfL Wolfsburg_2010/2011,VfL Wolfsburg,2010/2011,-0.14705882352941177,65,45,65,36,51,58,47,66,3
VfL Wolfsburg_2011/2012,VfL Wolfsburg,2011/2012,-0.38235294117647056,54,59,67,56,48,38,40,45,4
VfL Wolfsburg_2013/2014,VfL Wolfsburg,2013/2014,0.38235294117647056,58,57,68,72,70,64,42,55,2
VfL Wolfsburg_2014/2015,VfL Wolfsburg,2014/2015,1.0,58,45,68,60,54,59,48,47,2
VfL Wolfsburg_2015/2016,VfL Wolfsburg,2015/2016,-0.058823529411764705,68,57,69,66,50,66,46,55,2
Wolverhampton Wanderers_2009/2010,Wolverhampton Wanderers,2009/2010,-0.631578947368421,70,70,70,70,70,70,70,70,2
Wolverhampton Wanderers_2010/2011,Wolverhampton Wanderers,2010/2011,-0.5263157894736842,55,55,60,60,45,45,45,50,4
Wolverhampton Wanderers_2011/2012,Wolverhampton Wanderers,2011/2012,-1.105263157894737,67,68,42,68,56,48,60,45,2
Neuchâtel Xamax_2009/2010,Neuchâtel Xamax,2009/2010,-0.05555555555555555,60,45,60,70,60,50,45,55,2
Neuchâtel Xamax_2010/2011,Neuchâtel Xamax,2010/2011,-0.6388888888888888,54,47,37,48,53,49,45,52,3
Neuchâtel Xamax_2011/2012,Neuchâtel Xamax,2011/2012,0.0,49,50,39,48,34,34,31,51,4
Xerez Club Deportivo_2009/2010,Xerez Club Deportivo,2009/2010,-0.7368421052631579,30,30,45,35,70,45,50,45,1
BSC Young Boys_2009/2010,BSC Young Boys,2009/2010,0.8611111111111112,55,55,55,70,60,55,55,60,2
BSC Young Boys_2010/2011,BSC Young Boys,2010/2011,0.4166666666666667,60,57,65,69,68,48,49,61,2
BSC Young Boys_2011/2012,BSC Young Boys,2011/2012,0.4117647058823529,52,69,39,70,46,44,34,50,4
BSC Young Boys_2013/2014,BSC Young Boys,2013/2014,0.25,52,69,39,70,46,44,34,50,4
BSC Young Boys_2014/2015,BSC Young Boys,2014/2015,0.5277777777777778,52,64,39,66,46,44,34,50,4
BSC Young Boys_2015/2016,BSC Young Boys,2015/2016,0.8611111111111112,52,64,39,66,46,44,34,50,4
Zagłębie Lubin_2009/2010,Zagłębie Lubin,2009/2010,-0.26666666666666666,55,60,30,40,70,70,70,70,2
Zagłębie Lubin_2010/2011,Zagłębie Lubin,2010/2011,-0.23333333333333334,54,37,48,38,37,47,58,52,3
Zagłębie Lubin_2011/2012,Zagłębie Lubin,2011/2012,-0.2,33,38,67,52,73,58,47,52,2
Zagłębie Lubin_2013/2014,Zagłębie Lubin,2013/2014,-0.3,33,38,67,52,48,58,47,52,3
Real Zaragoza_2009/2010,Real Zaragoza,2009/2010,-0.47368421052631576,30,30,50,35,70,40,30,45,1
Real Zaragoza_2010/2011,Real Zaragoza,2010/2011,-0.34210526315789475,43,40,46,38,42,38,40,53,3
Real Zaragoza_2011/2012,Real Zaragoza,2011/2012,-0.6578947368421053,34,23,53,56,57,51,46,61,3
Zawisza Bydgoszcz_2014/2015,Zawisza Bydgoszcz,2014/2015,-0.6666666666666666,54,40,67,49,52,44,47,52,4
SV Zulte-Waregem_2009/2010,SV Zulte-Waregem,2009/2010,0.25,65,60,60,40,50,70,60,70,2
SV Zulte-Waregem_2010/2011,SV Zulte-Waregem,2010/2011,-0.06666666666666667,52,52,52,48,53,46,48,53,4
SV Zulte-Waregem_2011/2012,SV Zulte-Waregem,2011/2012,-0.2,54,51,47,52,50,44,55,53,3
SV Zulte-Waregem_2014/2015,SV Zulte-Waregem,2014/2015,-0.43333333333333335,54,51,47,52,32,44,58,37,3
SV Zulte-Waregem_2015/2016,SV Zulte-Waregem,2015/2016,0.03333333333333333,54,51,47,52,32,44,58,37,3
